name,college_team,college_conference,position,height,weight,season_before_draft,regular_season_games,regular_season_wins,regular_season_losses,postseason_games,postseason_wins,postseason_losses,attended_combine,draft_round,passing_completions,passing_att,completion_pct,passing_yds,passing_tds,passing_ints,passing_ypa,receiving_rec,receiving_yds,receiving_td,receiving_ypr,rushing_car,rushing_yds,rushing_td,rushing_ypc,forty,bench,vertical,broad_jump,cone,shuttle
WR_Player_107,Ohio State,SEC,WR,70,190,2025,12,6,2,0,0,0,Y,2,0,0,0.0,0,0,0,0.0,35,551,4,12.385406625972163,2,10,1,5.0,4.699128711537744,17.0,31.233081714874466,118.24749563538874,7.217506712520756,4.387710283378761
WR_Player_108,Alabama,SEC,WR,78,198,2025,12,7,2,0,0,0,Y,4,0,0,0.0,0,0,0,0.0,25,644,4,13.57641275048149,2,10,1,5.0,4.721985887919482,14.0,31.551855220622596,119.9021531440242,7.3272777431165546,4.3392844077519825
WR_Player_109,LSU,ACC,WR,77,200,2025,12,10,2,2,0,0,Y,1,0,0,0.0,0,0,0,0.0,67,1209,8,13.476383423641911,6,50,0,5.0,4.756484220426182,22.0,35.12229238373927,125.1907860115724,6.562238947063393,4.219111118623493
WR_Player_110,LSU,ACC,WR,70,190,2025,12,5,2,2,0,0,Y,3,0,0,0.0,0,0,0,0.0,37,639,6,11.436597637211769,2,10,1,5.0,4.837130055666254,17.0,34.848022478962044,116.7097292582841,7.0035705191895605,4.283467817537869
WR_Player_111,LSU,ACC,WR,77,187,2025,12,4,2,2,0,0,Y,1,0,0,0.0,0,0,0,0.0,78,1160,11,14.019657728771355,6,50,0,5.0,4.652348201450042,20.0,33.92984928112712,121.07717463305954,7.111816028870237,4.213672533199189
WR_Player_112,Oregon,ACC,WR,70,186,2025,12,4,2,0,0,0,Y,6,0,0,0.0,0,0,0,0.0,14,731,7,12.851032892091379,2,10,0,5.0,4.698835488180792,17.0,30.85904425686292,115.86560609865751,7.248161281905346,4.2809006896513235
WR_Player_113,Ohio State,ACC,WR,74,192,2025,12,5,2,0,0,0,N,5,0,0,0.0,0,0,0,0.0,45,549,6,12.877230594242803,2,10,0,5.0,,,,,,
WR_Player_114,Oregon,ACC,WR,77,207,2025,12,7,2,1,0,0,Y,1,0,0,0.0,0,0,0,0.0,77,1118,10,13.831182601769495,6,50,1,5.0,4.626970235501509,21.0,37.43983865480205,126.43104659330706,7.145739283958906,4.351215095827547
WR_Player_115,LSU,ACC,WR,72,196,2025,12,10,2,0,0,0,Y,4,0,0,0.0,0,0,0,0.0,43,710,4,12.342839390865242,2,10,1,5.0,4.723988211784694,15.0,32.24737025033072,120.42432060214809,7.02349431523722,4.386081631158172
WR_Player_116,Ohio State,ACC,WR,75,208,2025,12,7,2,0,0,0,Y,5,0,0,0.0,0,0,0,0.0,38,711,6,12.12281455527921,2,10,1,5.0,4.757313128120459,16.0,30.688487697730874,121.19435052505419,7.369046005446336,4.280387675417468
WR_Player_117,Oregon,Big Ten,WR,74,200,2025,12,7,2,2,0,0,Y,4,0,0,0.0,0,0,0,0.0,44,557,6,12.460699529981826,2,10,1,5.0,4.792568436349452,15.0,34.548885229220055,124.8805239703515,7.174452624918007,4.359792525299919
WR_Player_118,Alabama,Pac-12,WR,77,186,2025,12,4,2,1,0,0,Y,7,0,0,0.0,0,0,0,0.0,24,663,5,12.0923680520093,2,10,1,5.0,4.7980492205399425,14.0,33.10635227200017,110.52974089735433,7.17224441345577,4.365874387393176
WR_Player_119,Ohio State,SEC,WR,75,186,2025,12,10,2,2,0,0,Y,7,0,0,0.0,0,0,0,0.0,56,644,7,11.535063657416016,2,10,1,5.0,4.723965829980174,14.0,32.2171671572709,116.57622375518757,7.217539194377275,4.218119608964422
